"link_name","data_as_of","status","speed","travel_time"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T22:39:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T22:39:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T22:34:04.000","0","19.26","493"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T22:34:04.000","0","20.50","343"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T22:34:04.000","0","19.88","760"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T22:34:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T22:34:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T22:34:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T22:29:04.000","0","19.88","479"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T22:29:04.000","0","21.12","336"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T22:29:04.000","0","19.88","762"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T22:29:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T22:29:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T22:29:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T22:24:03.000","0","22.36","431"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T22:24:03.000","0","23.61","299"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T22:24:03.000","0","20.50","737"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T22:24:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T22:24:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T22:24:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T22:19:04.000","0","20.50","462"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T22:19:04.000","0","24.23","298"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T22:19:04.000","0","21.74","709"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T22:19:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T22:19:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T22:19:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T22:14:04.000","0","20.50","460"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T22:14:04.000","0","21.74","325"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T22:14:04.000","0","19.26","782"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T22:14:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T22:14:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T22:14:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T22:09:04.000","0","22.36","421"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T22:09:04.000","0","19.88","362"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T22:09:04.000","0","18.64","808"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T22:09:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T22:09:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T22:09:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T22:04:04.000","0","15.53","600"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T22:04:04.000","0","17.39","407"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T22:04:04.000","0","18.64","814"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T22:04:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T22:04:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T22:04:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T21:59:04.000","0","13.67","695"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T21:59:04.000","0","16.15","445"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T21:59:04.000","0","18.64","818"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T21:59:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T21:59:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T21:59:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T21:54:04.000","0","23.61","400"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T21:54:04.000","0","14.29","500"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T21:54:04.000","0","18.64","828"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T21:54:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T21:54:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T21:54:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T21:49:04.000","0","22.36","423"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T21:49:04.000","0","15.53","462"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T21:49:04.000","0","18.64","816"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T21:49:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T21:49:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T21:49:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T21:44:04.000","0","19.26","500"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T21:44:04.000","0","17.39","406"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T21:44:04.000","0","19.26","788"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T21:44:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T21:44:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T21:44:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T21:39:04.000","0","18.64","507"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T21:39:04.000","0","19.26","372"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T21:39:04.000","0","19.26","792"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T21:39:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T21:39:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T21:39:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T21:34:04.000","0","14.29","669"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T21:34:04.000","0","18.01","394"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T21:34:04.000","0","17.39","864"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T21:34:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T21:34:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T21:34:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T21:29:04.000","0","11.18","844"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T21:29:04.000","0","19.26","364"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T21:29:04.000","0","16.15","927"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T21:29:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T21:29:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T21:29:04.000","-101","0.00","0"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T21:24:05.000","0","18.64","379"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T21:24:05.000","0","14.91","1014"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T21:24:05.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T21:23:04.000","0","13.67","693"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T21:23:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T21:23:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T21:19:04.000","0","11.18","831"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T21:19:04.000","0","19.26","374"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T21:19:04.000","0","14.29","1043"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T21:19:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T21:19:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T21:19:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T21:09:04.000","-101","0.00","0"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T21:09:04.000","0","19.88","363"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T21:09:04.000","0","13.04","1157"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T21:09:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T21:09:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T21:09:04.000","-101","0.00","0"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T21:04:04.000","0","18.01","397"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T21:04:04.000","0","12.42","1240"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T21:04:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T21:04:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T21:04:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T21:03:05.000","-101","19.26","500"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T20:58:04.000","-101","25.47","372"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T20:58:04.000","0","16.15","447"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T20:58:04.000","0","11.18","1346"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T20:58:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T20:58:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T20:58:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T20:54:04.000","-101","9.94","923"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T20:54:04.000","0","15.53","453"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T20:54:04.000","0","11.18","1346"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T20:54:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T20:54:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T20:54:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T20:48:04.000","0","21.12","450"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T20:48:04.000","0","16.77","424"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T20:48:04.000","0","10.56","1397"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T20:48:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T20:48:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T20:48:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T20:44:04.000","0","17.39","556"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T20:44:04.000","0","14.91","475"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T20:44:04.000","0","10.56","1464"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T20:44:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T20:44:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T20:44:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T20:38:04.000","0","19.88","473"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T20:38:04.000","0","13.04","553"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T20:38:04.000","0","9.94","1497"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T20:38:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T20:38:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T20:38:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T20:33:04.000","0","19.88","487"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T20:33:04.000","0","11.80","600"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T20:33:04.000","0","9.94","1492"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T20:33:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T20:33:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T20:33:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T20:28:04.000","0","10.56","914"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T20:28:04.000","0","11.80","607"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T20:28:04.000","0","9.94","1512"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T20:28:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T20:28:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T20:28:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T20:23:04.000","-101","11.80","804"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T20:23:04.000","0","12.42","572"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T20:23:04.000","0","9.94","1483"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T20:23:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T20:23:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T20:23:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T20:19:04.000","0","11.18","843"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T20:19:04.000","0","12.42","556"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T20:19:04.000","0","10.56","1444"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T20:19:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T20:19:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T20:19:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T20:13:04.000","0","9.94","923"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T20:13:04.000","0","13.04","539"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T20:13:04.000","0","10.56","1399"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T20:13:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T20:13:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T20:13:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T20:08:04.000","0","14.91","637"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T20:08:04.000","0","14.91","482"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T20:08:04.000","0","11.18","1347"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T20:08:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T20:08:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T20:08:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T20:03:04.000","0","14.29","673"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T20:03:04.000","0","16.15","441"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T20:03:04.000","0","11.18","1356"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T20:03:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T20:03:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T20:03:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T19:58:04.000","0","9.94","971"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T19:58:04.000","0","15.53","465"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T19:58:04.000","0","11.18","1361"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T19:58:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T19:58:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T19:58:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T19:53:04.000","0","13.04","715"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T19:53:04.000","0","14.29","485"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T19:53:04.000","0","10.56","1423"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T19:53:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T19:53:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T19:53:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T19:48:04.000","0","13.04","709"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T19:48:04.000","0","14.29","498"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T19:48:04.000","0","9.94","1499"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T19:48:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T19:48:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T19:48:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T19:43:04.000","0","13.04","715"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T19:43:04.000","0","13.67","525"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T19:43:04.000","0","9.94","1555"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T19:43:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T19:43:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T19:43:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T19:38:04.000","0","11.18","845"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T19:38:04.000","0","13.04","551"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T19:38:04.000","0","9.32","1560"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T19:38:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T19:38:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T19:38:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T19:33:05.000","0","9.94","947"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T19:33:05.000","0","13.04","535"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T19:33:05.000","0","9.32","1581"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T19:33:05.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T19:33:05.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T19:33:05.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T19:28:04.000","0","9.94","964"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T19:28:04.000","0","13.67","525"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T19:28:04.000","0","9.32","1630"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T19:28:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T19:28:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T19:28:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T19:23:04.000","0","13.04","711"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T19:23:04.000","0","13.04","541"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T19:23:04.000","0","9.32","1634"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T19:23:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T19:23:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T19:23:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T19:18:04.000","0","11.80","786"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T19:18:04.000","0","13.67","522"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T19:18:04.000","0","8.69","1677"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T19:18:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T19:18:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T19:18:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T19:13:04.000","0","13.04","727"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T19:13:04.000","0","14.91","472"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T19:13:04.000","0","8.69","1696"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T19:13:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T19:13:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T19:13:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T19:08:03.000","-101","15.53","623"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T19:08:03.000","0","15.53","450"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T19:08:03.000","0","8.69","1712"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T19:08:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T19:08:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T19:08:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T19:03:04.000","0","14.91","648"
