"link_name","data_as_of","status","speed","travel_time"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T08:39:04.000","0","25.47","283"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T08:39:04.000","0","18.01","831"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T08:39:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T08:39:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T08:39:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T08:34:04.000","0","26.09","367"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T08:34:04.000","0","23.61","305"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T08:34:04.000","0","19.26","795"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T08:34:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T08:34:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T08:34:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T08:29:03.000","0","26.09","370"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T08:29:03.000","0","22.99","313"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T08:29:03.000","0","19.88","757"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T08:29:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T08:29:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T08:29:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T08:24:03.000","0","23.61","405"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T08:24:03.000","0","23.61","304"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T08:24:03.000","0","20.50","750"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T08:24:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T08:24:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T08:24:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T08:19:03.000","0","22.99","420"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T08:19:03.000","0","23.61","300"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T08:19:03.000","0","19.88","755"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T08:19:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T08:19:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T08:19:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T08:14:04.000","0","23.61","406"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T08:14:04.000","0","22.99","306"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T08:14:04.000","0","19.26","788"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T08:14:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T08:14:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T08:14:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T08:09:03.000","0","24.85","387"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T08:09:03.000","0","21.74","328"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T08:09:03.000","0","19.88","764"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T08:09:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T08:09:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T08:09:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T08:04:04.000","0","24.85","389"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T08:04:04.000","0","21.74","332"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T08:04:04.000","0","20.50","732"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T08:04:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T08:04:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T08:04:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T07:59:04.000","0","24.23","397"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T07:59:04.000","0","22.36","319"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T07:59:04.000","0","20.50","732"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T07:59:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T07:59:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T07:59:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T07:54:03.000","0","22.36","423"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T07:54:03.000","0","22.99","311"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T07:54:03.000","0","22.36","691"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T07:54:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T07:54:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T07:54:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T07:49:03.000","0","23.61","403"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T07:49:03.000","0","23.61","301"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T07:49:03.000","0","22.36","678"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T07:49:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T07:49:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T07:49:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T07:44:04.000","0","22.99","413"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T07:44:04.000","0","24.23","297"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T07:44:04.000","0","23.61","646"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T07:44:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T07:44:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T07:44:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T07:39:03.000","0","24.23","394"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T07:39:03.000","0","23.61","302"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T07:39:03.000","0","26.09","582"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T07:39:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T07:39:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T07:39:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T07:34:03.000","0","25.47","376"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T07:34:03.000","0","23.61","306"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T07:34:03.000","0","26.71","567"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T07:34:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T07:34:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T07:34:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T07:29:04.000","0","24.85","383"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T07:29:04.000","0","22.99","312"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T07:29:04.000","0","27.96","553"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T07:29:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T07:29:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T07:29:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T07:24:04.000","0","23.61","405"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T07:24:04.000","0","22.99","309"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T07:24:04.000","0","27.96","547"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T07:24:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T07:24:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T07:24:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T07:19:03.000","0","27.96","340"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T07:19:03.000","0","22.99","306"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T07:19:03.000","0","29.20","528"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T07:19:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T07:19:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T07:19:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T07:14:04.000","0","24.85","383"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T07:14:04.000","0","23.61","304"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T07:14:04.000","0","29.82","514"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T07:14:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T07:14:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T07:14:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T07:09:03.000","0","23.61","408"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T07:09:03.000","0","23.61","299"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T07:09:03.000","0","28.58","530"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T07:09:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T07:09:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T07:09:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T07:04:03.000","0","24.85","388"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T07:04:03.000","0","23.61","305"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T07:04:03.000","0","25.47","596"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T07:04:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T07:04:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T07:04:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T06:59:04.000","0","26.71","357"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T06:59:04.000","0","23.61","306"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T06:59:04.000","0","22.36","681"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T06:59:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T06:59:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T06:59:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T06:54:04.000","0","23.61","409"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T06:54:04.000","0","24.23","298"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T06:54:04.000","0","23.61","649"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T06:54:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T06:54:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T06:54:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T06:49:04.000","0","25.47","377"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T06:49:04.000","0","24.23","293"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T06:49:04.000","0","24.23","626"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T06:49:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T06:49:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T06:49:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T06:44:03.000","0","26.71","355"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T06:44:03.000","0","24.23","297"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T06:44:03.000","0","24.85","609"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T06:44:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T06:44:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T06:44:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T06:39:03.000","0","22.36","424"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T06:39:03.000","0","23.61","304"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T06:39:03.000","0","26.71","577"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T06:39:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T06:39:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T06:39:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T06:34:03.000","0","21.74","441"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T06:34:03.000","0","22.36","315"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T06:34:03.000","0","27.34","565"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T06:34:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T06:34:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T06:34:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T06:29:04.000","0","24.23","394"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T06:29:04.000","0","21.74","326"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T06:29:04.000","0","29.82","509"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T06:29:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T06:29:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T06:29:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T06:24:04.000","0","19.88","473"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T06:24:04.000","0","22.99","313"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T06:24:04.000","0","36.03","425"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T06:24:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T06:24:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T06:24:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T06:19:04.000","0","21.74","443"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T06:19:04.000","0","23.61","298"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T06:19:04.000","0","39.14","393"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T06:19:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T06:19:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T06:19:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T06:14:04.000","0","24.23","391"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T06:14:04.000","0","24.23","292"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T06:14:04.000","0","42.25","365"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T06:14:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T06:14:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T06:14:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T06:09:03.000","-101","21.74","440"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T06:09:03.000","0","23.61","300"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T06:09:03.000","0","40.38","382"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T06:09:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T06:09:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T06:09:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T06:04:04.000","0","22.36","423"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T06:04:04.000","0","25.47","283"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T06:04:04.000","0","45.36","339"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T06:04:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T06:04:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T06:04:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T05:59:04.000","0","22.36","432"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T05:59:04.000","0","25.47","281"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T05:59:04.000","0","43.49","353"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T05:59:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T05:59:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T05:59:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T05:54:04.000","0","24.85","387"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T05:54:04.000","0","26.09","273"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T05:54:04.000","0","43.49","355"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T05:54:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T05:54:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T05:54:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T05:49:03.000","0","26.71","356"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T05:49:03.000","0","27.34","264"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T05:49:03.000","0","43.49","353"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T05:49:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T05:49:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T05:49:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T05:44:03.000","0","26.09","367"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T05:44:03.000","0","25.47","279"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T05:44:03.000","0","45.98","335"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T05:44:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T05:44:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T05:44:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T05:39:03.000","0","26.09","367"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T05:39:03.000","0","26.71","264"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T05:39:03.000","0","48.46","318"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T05:39:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T05:39:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T05:39:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T05:34:04.000","0","26.09","365"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T05:34:04.000","0","28.58","251"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T05:34:04.000","0","48.46","316"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T05:34:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T05:34:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T05:34:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T05:29:03.000","0","24.85","389"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T05:29:03.000","0","28.58","247"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T05:29:03.000","0","46.60","328"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T05:29:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T05:29:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T05:29:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T05:24:04.000","0","24.23","399"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T05:24:04.000","0","29.82","241"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T05:24:04.000","0","44.11","347"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T05:24:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T05:24:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T05:24:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T05:19:04.000","0","29.82","321"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T05:19:04.000","0","32.31","219"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T05:19:04.000","0","44.11","346"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T05:19:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T05:19:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T05:19:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T05:14:04.000","0","23.61","408"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T05:14:04.000","0","36.66","196"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T05:14:04.000","0","50.33","306"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T05:14:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T05:14:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T05:14:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T05:09:04.000","0","29.82","318"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T05:09:04.000","0","37.28","191"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T05:09:04.000","0","50.33","304"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T05:09:04.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T05:09:04.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T05:09:04.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T05:04:03.000","0","31.06","307"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T05:04:03.000","0","37.90","189"
"BQE S LEONARD STREET - ATLANTIC AVENUE","2022-05-20T05:04:03.000","0","47.84","322"
"BQE N ATLANTIC AVENUE - LEONARD STREET","2022-05-20T05:04:03.000","-101","0.00","0"
"BQE S - GOW S ALTANTIC AVENUE - 9TH STREET","2022-05-20T05:04:03.000","-101","0.00","0"
"GOW N 9TH STREET - ATLANTIC AVENUE","2022-05-20T05:04:03.000","-101","0.00","0"
"BQE N Atlantic Ave - MAN Bridge Manhattan Side","2022-05-20T04:59:03.000","0","15.53","617"
"BQE N Atlantic Ave - BKN Bridge Manhattan Side","2022-05-20T04:59:03.000","0","38.52","187"
